,prdtypecode
67858.0,2905
67859.0,2583
67860.0,1300
67861.0,1302
67862.0,1281
67863.0,2403
67864.0,2582
67865.0,2280
67866.0,1300
67867.0,40
67868.0,1180
67869.0,2585
67870.0,2583
67871.0,2583
67872.0,10
67873.0,10
67874.0,1920
67875.0,2403
67876.0,2280
67877.0,40
67878.0,1300
67879.0,1280
67880.0,1300
67881.0,1300
67882.0,2522
67883.0,1160
67884.0,10
67885.0,2585
67886.0,40
67887.0,1560
67888.0,1920
67889.0,2403
67890.0,2060
67891.0,2705
67892.0,50
67893.0,2583
67894.0,2060
67895.0,2583
67896.0,2705
67897.0,1302
67898.0,2522
67899.0,1300
67900.0,2522
67901.0,1160
67902.0,1302
67903.0,1560
67904.0,1280
67905.0,1301
67906.0,2403
67907.0,1320
67908.0,1280
67909.0,2585
67910.0,1160
67911.0,2060
67912.0,2583
67913.0,10
67914.0,2403
67915.0,1301
67916.0,50
67917.0,2522
67918.0,2522
67919.0,2583
67920.0,2280
67921.0,2462
67922.0,10
67923.0,2585
67924.0,2582
67925.0,1320
67926.0,60
67927.0,2522
67928.0,2060
67929.0,2583
67930.0,2280
67931.0,1300
67932.0,1302
67933.0,1560
67934.0,1560
67935.0,1302
67936.0,1280
67937.0,1940
67938.0,2403
67939.0,1560
67940.0,1160
67941.0,1320
67942.0,2585
67943.0,2522
67944.0,1180
67945.0,1160
67946.0,2280
67947.0,2583
67948.0,2583
67949.0,1160
67950.0,2522
67951.0,1281
67952.0,2705
67953.0,1281
67954.0,1302
67955.0,1302
67956.0,1302
67957.0,1160
67958.0,2583
67959.0,1302
67960.0,2522
67961.0,1920
67962.0,50
67963.0,1301
67964.0,1280
67965.0,1560
67966.0,2583
67967.0,2583
67968.0,2280
67969.0,1920
67970.0,2583
67971.0,10
67972.0,1280
67973.0,1560
67974.0,2403
67975.0,2522
67976.0,1280
67977.0,60
67978.0,2585
67979.0,2462
67980.0,1140
67981.0,2403
67982.0,2280
67983.0,2522
67984.0,50
67985.0,2403
67986.0,1280
67987.0,2403
67988.0,2585
67989.0,2583
67990.0,2522
67991.0,1300
67992.0,2403
67993.0,1280
67994.0,2583
67995.0,1140
67996.0,2583
67997.0,1280
67998.0,2583
67999.0,1281
68000.0,2583
68001.0,2522
68002.0,2522
68003.0,1281
68004.0,2583
68005.0,1280
68006.0,2583
68007.0,1920
68008.0,10
68009.0,2280
68010.0,10
68011.0,1300
68012.0,2462
68013.0,1281
68014.0,2522
68015.0,2060
68016.0,2403
68017.0,1140
68018.0,2403
68019.0,2060
68020.0,1300
68021.0,1160
68022.0,2522
68023.0,10
68024.0,1140
68025.0,2585
68026.0,1560
68027.0,2583
68028.0,1160
68029.0,2583
68030.0,2705
68031.0,2583
68032.0,1140
68033.0,2522
68034.0,1920
68035.0,2280
68036.0,2522
68037.0,2403
68038.0,1281
68039.0,2280
68040.0,10
68041.0,2583
68042.0,1140
68043.0,2705
68044.0,1280
68045.0,2403
68046.0,1300
68047.0,2280
68048.0,2583
68049.0,1280
68050.0,1560
68051.0,2705
68052.0,60
68053.0,2585
68054.0,2705
68055.0,2585
68056.0,2060
68057.0,1280
68058.0,2583
68059.0,1560
68060.0,2583
68061.0,1920
68062.0,1920
68063.0,2220
68064.0,2705
68065.0,1320
68066.0,2522
68067.0,1920
68068.0,2060
68069.0,2403
68070.0,1300
68071.0,2280
68072.0,1280
68073.0,10
68074.0,40
68075.0,2583
68076.0,1560
68077.0,1300
68078.0,2582
68079.0,50
68080.0,10
68081.0,2280
68082.0,1320
68083.0,1300
68084.0,1140
68085.0,2585
68086.0,1281
68087.0,1160
68088.0,2522
68089.0,1300
68090.0,2403
68091.0,1300
68092.0,2583
68093.0,2280
68094.0,1560
68095.0,1280
68096.0,2585
68097.0,1560
68098.0,2280
68099.0,1300
68100.0,1320
68101.0,1302
68102.0,1140
68103.0,1160
68104.0,2060
68105.0,1140
68106.0,1320
68107.0,1320
68108.0,1301
68109.0,1281
68110.0,50
68111.0,2280
68112.0,1560
68113.0,1940
68114.0,2585
68115.0,2280
68116.0,2280
68117.0,40
68118.0,40
68119.0,1160
68120.0,1300
68121.0,2582
68122.0,1560
68123.0,2705
68124.0,1320
68125.0,1320
68126.0,2060
68127.0,2583
68128.0,2060
68129.0,2705
68130.0,2705
68131.0,1160
68132.0,2522
68133.0,10
68134.0,2403
68135.0,1300
68136.0,10
68137.0,2585
68138.0,1280
68139.0,2585
68140.0,2705
68141.0,2582
68142.0,2522
68143.0,2905
68144.0,1281
68145.0,1940
68146.0,1320
68147.0,1160
68148.0,2280
68149.0,60
68150.0,1560
68151.0,1280
68152.0,1280
68153.0,2280
68154.0,2403
68155.0,2522
68156.0,1140
68157.0,1160
68158.0,2280
68159.0,2462
68160.0,2403
68161.0,2522
68162.0,2583
68163.0,2522
68164.0,60
68165.0,1280
68166.0,1160
68167.0,1300
68168.0,1300
68169.0,2462
68170.0,2522
68171.0,1560
68172.0,2060
68173.0,1302
68174.0,2583
68175.0,1281
68176.0,1301
68177.0,2705
68178.0,1920
68179.0,2582
68180.0,1560
68181.0,40
68182.0,1140
68183.0,2060
68184.0,1920
68185.0,1320
68186.0,2060
68187.0,1560
68188.0,2582
68189.0,2522
68190.0,2705
68191.0,1160
68192.0,1160
68193.0,1180
68194.0,2403
68195.0,1280
68196.0,2582
68197.0,40
68198.0,2905
68199.0,1560
68200.0,2583
68201.0,1160
68202.0,2280
68203.0,2583
68204.0,2522
68205.0,2583
68206.0,1560
68207.0,1560
68208.0,50
68209.0,10
68210.0,2060
68211.0,2583
68212.0,2585
68213.0,2280
68214.0,2585
68215.0,2705
68216.0,1302
68217.0,1280
68218.0,1160
68219.0,1320
68220.0,1300
68221.0,2280
68222.0,1180
68223.0,1180
68224.0,1560
68225.0,2583
68226.0,40
68227.0,1560
68228.0,60
68229.0,2705
68230.0,2583
68231.0,1560
68232.0,50
68233.0,1300
68234.0,10
68235.0,10
68236.0,2583
68237.0,2060
68238.0,1281
68239.0,1280
68240.0,1280
68241.0,1300
68242.0,1301
68243.0,2583
68244.0,2705
68245.0,40
68246.0,2582
68247.0,2582
68248.0,1300
68249.0,1280
68250.0,1320
68251.0,2583
68252.0,2060
68253.0,1280
68254.0,10
68255.0,1300
68256.0,2060
68257.0,50
68258.0,1280
68259.0,2705
68260.0,2403
68261.0,10
68262.0,1160
68263.0,2280
68264.0,2583
68265.0,2583
68266.0,2583
68267.0,10
68268.0,1560
68269.0,1920
68270.0,2462
68271.0,1140
68272.0,2060
68273.0,2582
68274.0,1320
68275.0,2220
68276.0,1302
68277.0,2280
68278.0,2522
68279.0,2060
68280.0,2220
68281.0,1560
68282.0,2522
68283.0,50
68284.0,2403
68285.0,1281
68286.0,2583
68287.0,1160
68288.0,1940
68289.0,2403
68290.0,10
68291.0,1920
68292.0,1160
68293.0,10
68294.0,2280
68295.0,60
68296.0,1280
68297.0,1300
68298.0,1160
68299.0,2583
68300.0,10
68301.0,40
68302.0,40
68303.0,2705
68304.0,2583
68305.0,1920
68306.0,50
68307.0,1320
68308.0,1920
68309.0,2583
68310.0,1560
68311.0,1920
68312.0,1301
68313.0,1300
68314.0,2060
68315.0,1280
68316.0,2582
68317.0,2583
68318.0,2583
68319.0,50
68320.0,2280
68321.0,1280
68322.0,2585
68323.0,2280
68324.0,1160
68325.0,1560
68326.0,1300
68327.0,2585
68328.0,1320
68329.0,1560
68330.0,2583
68331.0,1301
68332.0,1920
68333.0,1320
68334.0,1301
68335.0,1280
68336.0,2583
68337.0,2060
68338.0,2582
68339.0,1320
68340.0,2280
68341.0,2522
68342.0,2522
68343.0,1140
68344.0,2585
68345.0,2583
68346.0,40
68347.0,1300
68348.0,1560
68349.0,2403
68350.0,1160
68351.0,1560
68352.0,2522
68353.0,2522
68354.0,2280
68355.0,2060
68356.0,2583
68357.0,2403
68358.0,2403
68359.0,10
68360.0,2220
68361.0,1280
68362.0,1160
68363.0,1160
68364.0,2582
68365.0,1320
68366.0,50
68367.0,2403
68368.0,1280
68369.0,2583
68370.0,2705
68371.0,1280
68372.0,2582
68373.0,1920
68374.0,2583
68375.0,1280
68376.0,2585
68377.0,1320
68378.0,2583
68379.0,1920
68380.0,1560
68381.0,2403
68382.0,1140
68383.0,2060
68384.0,1300
68385.0,2583
68386.0,2583
68387.0,2522
68388.0,2522
68389.0,2582
68390.0,2522
68391.0,1560
68392.0,1560
68393.0,1320
68394.0,1300
68395.0,1560
68396.0,1280
68397.0,2905
68398.0,2403
68399.0,1140
68400.0,2582
68401.0,1302
68402.0,2583
68403.0,1280
68404.0,1281
68405.0,2280
68406.0,1280
68407.0,2462
68408.0,1160
68409.0,1160
68410.0,2583
68411.0,2585
68412.0,2280
68413.0,1560
68414.0,2585
68415.0,1940
68416.0,1301
68417.0,1560
68418.0,2522
68419.0,50
68420.0,2280
68421.0,2522
68422.0,1300
68423.0,1560
68424.0,40
68425.0,1160
68426.0,2522
68427.0,2280
68428.0,2583
68429.0,1940
68430.0,40
68431.0,1920
68432.0,1300
68433.0,1280
68434.0,1280
68435.0,40
68436.0,1280
68437.0,1320
68438.0,2060
68439.0,50
68440.0,2583
68441.0,2585
68442.0,10
68443.0,60
68444.0,1302
68445.0,1140
68446.0,2060
68447.0,1300
68448.0,2403
68449.0,2522
68450.0,2403
68451.0,2583
68452.0,60
68453.0,2705
68454.0,2522
68455.0,10
68456.0,1560
68457.0,2705
68458.0,1140
68459.0,2280
68460.0,1280
68461.0,1281
68462.0,1560
68463.0,1920
68464.0,1300
68465.0,2583
68466.0,1160
68467.0,1301
68468.0,1302
68469.0,1920
68470.0,2585
68471.0,2280
68472.0,2583
68473.0,2583
68474.0,40
68475.0,2060
68476.0,2582
68477.0,2060
68478.0,1140
68479.0,40
68480.0,2522
68481.0,2583
68482.0,1140
68483.0,2280
68484.0,1940
68485.0,1940
68486.0,1560
68487.0,2280
68488.0,2280
68489.0,1180
68490.0,2280
68491.0,2522
68492.0,10
68493.0,50
68494.0,2905
68495.0,50
68496.0,2280
68497.0,2583
68498.0,1920
68499.0,1160
68500.0,2060
68501.0,10
68502.0,2705
68503.0,1920
68504.0,2280
68505.0,2060
68506.0,2585
68507.0,2280
68508.0,2705
68509.0,1300
68510.0,40
68511.0,2585
68512.0,1560
68513.0,10
68514.0,2522
68515.0,1281
68516.0,1300
68517.0,10
68518.0,2583
68519.0,2462
68520.0,40
68521.0,2583
68522.0,2220
68523.0,50
68524.0,2585
68525.0,1920
68526.0,2280
68527.0,2462
68528.0,2705
68529.0,1280
68530.0,2060
68531.0,1280
68532.0,2705
68533.0,2583
68534.0,1320
68535.0,1160
68536.0,2403
68537.0,1280
68538.0,2583
68539.0,2583
68540.0,1920
68541.0,2403
68542.0,2583
68543.0,2583
68544.0,1560
68545.0,2582
68546.0,1280
68547.0,2522
68548.0,2403
68549.0,2280
68550.0,2403
68551.0,1920
68552.0,1300
68553.0,2060
68554.0,2583
68555.0,60
68556.0,1280
68557.0,1300
68558.0,2583
68559.0,1160
68560.0,1160
68561.0,60
68562.0,2905
68563.0,2403
68564.0,2582
68565.0,1940
68566.0,2583
68567.0,1300
68568.0,1160
68569.0,10
68570.0,1560
68571.0,2583
68572.0,2583
68573.0,2280
68574.0,2583
68575.0,1560
68576.0,1180
68577.0,1920
68578.0,2585
68579.0,1320
68580.0,2585
68581.0,1302
68582.0,1301
68583.0,2280
68584.0,1281
68585.0,1300
68586.0,1920
68587.0,1320
68588.0,1280
68589.0,2280
68590.0,2583
68591.0,2522
68592.0,2582
68593.0,10
68594.0,2522
68595.0,2280
68596.0,1920
68597.0,1281
68598.0,1280
68599.0,1300
68600.0,10
68601.0,60
68602.0,2583
68603.0,1300
68604.0,1160
68605.0,2060
68606.0,1320
68607.0,2280
68608.0,1140
68609.0,1160
68610.0,2403
68611.0,2522
68612.0,2522
68613.0,2522
68614.0,1140
68615.0,40
68616.0,2280
68617.0,2583
68618.0,1280
68619.0,2583
68620.0,50
68621.0,2522
68622.0,1560
68623.0,2060
68624.0,2462
68625.0,2582
68626.0,2522
68627.0,2583
68628.0,2583
68629.0,1920
68630.0,1281
68631.0,1160
68632.0,1320
68633.0,2280
68634.0,1560
68635.0,2280
68636.0,1140
68637.0,1300
68638.0,1920
68639.0,2280
68640.0,2403
68641.0,1300
68642.0,1560
68643.0,2583
68644.0,2583
68645.0,1160
68646.0,2583
68647.0,10
68648.0,1560
68649.0,1280
68650.0,10
68651.0,2705
68652.0,2583
68653.0,50
68654.0,2905
68655.0,40
68656.0,2060
68657.0,1301
68658.0,1560
68659.0,2585
68660.0,2705
68661.0,1560
68662.0,2583
68663.0,2522
68664.0,2583
68665.0,1320
68666.0,2280
68667.0,2585
68668.0,1300
68669.0,2585
68670.0,1280
68671.0,2705
68672.0,2060
68673.0,2705
68674.0,1280
68675.0,1180
68676.0,1320
68677.0,2705
68678.0,2522
68679.0,2403
68680.0,50
68681.0,2462
68682.0,2583
68683.0,2583
68684.0,1280
68685.0,1300
68686.0,50
68687.0,1300
68688.0,1280
68689.0,2280
68690.0,1560
68691.0,1280
68692.0,1920
68693.0,2582
68694.0,1280
68695.0,2280
68696.0,1560
68697.0,2583
68698.0,1320
68699.0,2583
68700.0,2585
68701.0,2705
68702.0,1560
68703.0,2280
68704.0,10
68705.0,1560
68706.0,40
68707.0,2060
68708.0,1160
68709.0,1302
68710.0,2403
68711.0,2280
68712.0,1140
68713.0,1302
68714.0,1140
68715.0,2705
68716.0,1560
68717.0,1320
68718.0,2583
68719.0,10
68720.0,1560
68721.0,2522
68722.0,1920
68723.0,1300
68724.0,1281
68725.0,10
68726.0,2705
68727.0,2060
68728.0,2905
68729.0,2583
68730.0,1560
68731.0,2522
68732.0,1301
68733.0,40
68734.0,1160
68735.0,2280
68736.0,1920
68737.0,1281
68738.0,1320
68739.0,1160
68740.0,1281
68741.0,2522
68742.0,50
68743.0,1320
68744.0,2583
68745.0,2583
68746.0,2583
68747.0,50
68748.0,2583
68749.0,2585
68750.0,2280
68751.0,1920
68752.0,10
68753.0,2060
68754.0,1302
68755.0,2582
68756.0,40
68757.0,10
68758.0,2582
68759.0,1160
68760.0,1280
68761.0,2582
68762.0,2705
68763.0,1160
68764.0,1280
68765.0,2403
68766.0,1160
68767.0,2403
68768.0,1280
68769.0,2280
68770.0,1920
68771.0,2705
68772.0,2583
68773.0,1281
68774.0,2583
68775.0,1160
68776.0,1920
68777.0,1160
68778.0,1281
68779.0,1302
68780.0,1920
68781.0,1302
68782.0,2582
68783.0,2582
68784.0,1140
68785.0,2585
68786.0,2583
68787.0,2585
68788.0,1180
68789.0,2060
68790.0,2582
68791.0,1281
68792.0,1560
68793.0,1280
68794.0,2583
68795.0,1920
68796.0,1560
68797.0,1920
68798.0,2585
68799.0,1560
68800.0,1280
68801.0,2060
68802.0,2280
68803.0,1160
68804.0,2583
68805.0,2905
68806.0,40
68807.0,10
68808.0,1281
68809.0,1180
68810.0,2583
68811.0,1160
68812.0,2403
68813.0,2583
68814.0,2522
68815.0,1160
68816.0,2583
68817.0,2705
68818.0,2220
68819.0,1320
68820.0,1320
68821.0,2522
68822.0,1300
68823.0,2705
68824.0,2583
68825.0,2522
68826.0,2583
68827.0,2583
68828.0,2060
68829.0,2280
68830.0,2280
68831.0,1300
68832.0,2403
68833.0,1300
68834.0,2060
68835.0,1320
68836.0,2582
68837.0,2280
68838.0,2403
68839.0,2582
68840.0,2220
68841.0,40
68842.0,1160
68843.0,1160
68844.0,60
68845.0,1940
68846.0,2403
68847.0,1140
68848.0,2280
68849.0,2905
68850.0,2280
68851.0,2280
68852.0,2705
68853.0,1280
68854.0,1280
68855.0,2583
68856.0,1920
68857.0,50
68858.0,2585
68859.0,2583
68860.0,10
68861.0,1280
68862.0,1300
68863.0,1920
68864.0,2705
68865.0,1560
68866.0,2403
68867.0,2583
68868.0,2583
68869.0,2462
68870.0,1302
68871.0,2220
68872.0,2403
68873.0,2403
68874.0,1140
68875.0,2060
68876.0,1320
68877.0,2583
68878.0,1560
68879.0,2583
68880.0,2403
68881.0,2585
68882.0,1920
68883.0,1160
68884.0,1160
68885.0,1940
68886.0,1180
68887.0,10
68888.0,2403
68889.0,1300
68890.0,2403
68891.0,1160
68892.0,2705
68893.0,1281
68894.0,1180
68895.0,2583
68896.0,1300
68897.0,1140
68898.0,2705
68899.0,1320
68900.0,2583
68901.0,1281
68902.0,1300
68903.0,1281
68904.0,2522
68905.0,1280
68906.0,1320
68907.0,1280
68908.0,1300
68909.0,2705
68910.0,2403
68911.0,1280
68912.0,2705
68913.0,2280
68914.0,2522
68915.0,2280
68916.0,1281
68917.0,50
68918.0,2462
68919.0,40
68920.0,2583
68921.0,10
68922.0,1160
68923.0,1920
68924.0,1160
68925.0,1320
68926.0,1140
68927.0,1281
68928.0,2583
68929.0,2583
68930.0,2060
68931.0,2582
68932.0,2220
68933.0,1280
68934.0,2583
68935.0,1302
68936.0,2905
68937.0,1920
68938.0,2280
68939.0,2705
68940.0,1300
68941.0,2060
68942.0,10
68943.0,2583
68944.0,2905
68945.0,2403
68946.0,2583
68947.0,40
68948.0,2582
68949.0,2462
68950.0,2582
68951.0,2583
68952.0,2060
68953.0,1281
68954.0,1302
68955.0,2462
68956.0,1180
68957.0,1940
68958.0,1560
68959.0,2583
68960.0,2583
68961.0,1280
68962.0,2583
68963.0,2403
68964.0,40
68965.0,2582
68966.0,2060
68967.0,1281
68968.0,2522
68969.0,2585
68970.0,1920
68971.0,1281
68972.0,2583
68973.0,40
68974.0,1320
68975.0,2220
68976.0,2583
68977.0,1300
68978.0,10
68979.0,2280
68980.0,1280
68981.0,1280
68982.0,2280
68983.0,1920
68984.0,2280
68985.0,2585
68986.0,2583
68987.0,2522
68988.0,2522
68989.0,1560
68990.0,1140
68991.0,2583
68992.0,2585
68993.0,1560
68994.0,1920
68995.0,1280
68996.0,2905
68997.0,1560
68998.0,1560
68999.0,1920
69000.0,2583
69001.0,2583
69002.0,1300
69003.0,1140
69004.0,1300
69005.0,1920
69006.0,2705
69007.0,2582
69008.0,1300
69009.0,1320
69010.0,2403
69011.0,1140
69012.0,1560
69013.0,1140
69014.0,1940
69015.0,2522
69016.0,2060
69017.0,2060
69018.0,1280
69019.0,2583
69020.0,1560
69021.0,1300
69022.0,2905
69023.0,10
69024.0,2583
69025.0,1560
69026.0,40
69027.0,2705
69028.0,40
69029.0,2220
69030.0,2462
69031.0,2280
69032.0,1302
69033.0,2583
69034.0,2583
69035.0,1560
69036.0,2522
69037.0,2060
69038.0,1560
69039.0,2585
69040.0,2583
69041.0,1560
69042.0,2905
69043.0,2583
69044.0,1280
69045.0,2280
69046.0,40
69047.0,40
69048.0,2583
69049.0,2905
69050.0,2060
69051.0,2583
69052.0,1301
69053.0,1280
69054.0,2522
69055.0,2705
69056.0,1920
69057.0,2280
69058.0,1140
69059.0,2582
69060.0,2582
69061.0,2280
69062.0,2583
69063.0,2403
69064.0,1140
69065.0,2280
69066.0,1300
69067.0,1281
69068.0,2462
69069.0,2583
69070.0,2060
69071.0,1301
69072.0,2583
69073.0,1140
69074.0,1920
69075.0,2403
69076.0,50
69077.0,2280
69078.0,40
69079.0,2585
69080.0,2280
69081.0,1560
69082.0,2583
69083.0,1281
69084.0,2583
69085.0,2280
69086.0,1160
69087.0,2583
69088.0,1300
69089.0,1940
69090.0,1300
69091.0,50
69092.0,1160
69093.0,1280
69094.0,2583
69095.0,1300
69096.0,1160
69097.0,2280
69098.0,2522
69099.0,1940
69100.0,2060
69101.0,2522
69102.0,2582
69103.0,1160
69104.0,2582
69105.0,2705
69106.0,2583
69107.0,1280
69108.0,10
69109.0,2522
69110.0,2060
69111.0,10
69112.0,2705
69113.0,1300
69114.0,1302
69115.0,1320
69116.0,1302
69117.0,10
69118.0,10
69119.0,1320
69120.0,2582
69121.0,2060
69122.0,1302
69123.0,1280
69124.0,2462
69125.0,2522
69126.0,2583
69127.0,1280
69128.0,2583
69129.0,1302
69130.0,1940
69131.0,2582
69132.0,2060
69133.0,2585
69134.0,1560
69135.0,2403
69136.0,10
69137.0,2060
69138.0,40
69139.0,1560
69140.0,2280
69141.0,1940
69142.0,1920
69143.0,2060
69144.0,50
69145.0,2583
69146.0,1160
69147.0,1302
69148.0,2583
69149.0,1320
69150.0,1920
69151.0,2582
69152.0,1320
69153.0,1160
69154.0,1920
69155.0,2280
69156.0,1160
69157.0,2522
69158.0,2705
69159.0,1280
69160.0,1280
69161.0,2582
69162.0,1920
69163.0,1280
69164.0,2060
69165.0,1160
69166.0,1160
69167.0,1180
69168.0,10
69169.0,1280
69170.0,2403
69171.0,2403
69172.0,40
69173.0,1301
69174.0,2403
69175.0,2582
69176.0,2060
69177.0,1280
69178.0,1560
69179.0,1560
69180.0,50
69181.0,1280
69182.0,60
69183.0,1920
69184.0,1140
69185.0,2583
69186.0,1560
69187.0,1300
69188.0,2583
69189.0,10
69190.0,2522
69191.0,2583
69192.0,2585
69193.0,1300
69194.0,2582
69195.0,2583
69196.0,2583
69197.0,2280
69198.0,2280
69199.0,2583
69200.0,2060
69201.0,2280
69202.0,1160
69203.0,2280
69204.0,2583
69205.0,1300
69206.0,2705
69207.0,1180
69208.0,2705
69209.0,1320
69210.0,1320
69211.0,2462
69212.0,1920
69213.0,1281
69214.0,1940
69215.0,1320
69216.0,2582
69217.0,1320
69218.0,10
69219.0,2583
69220.0,2060
69221.0,2905
69222.0,10
69223.0,2583
69224.0,2583
69225.0,1920
69226.0,2522
69227.0,1140
69228.0,1300
69229.0,2583
69230.0,2522
69231.0,2583
69232.0,2522
69233.0,1280
69234.0,2403
69235.0,40
69236.0,1302
69237.0,1160
69238.0,2522
69239.0,2060
69240.0,2522
69241.0,2705
69242.0,1180
69243.0,2522
69244.0,2583
69245.0,1160
69246.0,60
69247.0,1280
69248.0,10
69249.0,1160
69250.0,1920
69251.0,10
69252.0,2522
69253.0,1280
69254.0,1302
69255.0,1560
69256.0,1560
69257.0,2403
69258.0,1140
69259.0,2462
69260.0,1560
69261.0,10
69262.0,40
69263.0,1281
69264.0,2585
69265.0,1300
69266.0,2280
69267.0,2280
69268.0,1920
69269.0,2522
69270.0,40
69271.0,2280
69272.0,2220
69273.0,2403
69274.0,2583
69275.0,2583
69276.0,1281
69277.0,1160
69278.0,1300
69279.0,2583
69280.0,50
69281.0,10
69282.0,1160
69283.0,2583
69284.0,1320
69285.0,1281
69286.0,2280
69287.0,10
69288.0,2220
69289.0,1160
69290.0,1300
69291.0,2522
69292.0,2583
69293.0,50
69294.0,60
69295.0,1920
69296.0,2905
69297.0,1560
69298.0,2522
69299.0,1560
69300.0,2280
69301.0,1280
69302.0,60
69303.0,2280
69304.0,2280
69305.0,1302
69306.0,2403
69307.0,1160
69308.0,1920
69309.0,1560
69310.0,2522
69311.0,1180
69312.0,2522
69313.0,1300
69314.0,2522
69315.0,2220
69316.0,2522
69317.0,2582
69318.0,2403
69319.0,1302
69320.0,1140
69321.0,2583
69322.0,1302
69323.0,1320
69324.0,1920
69325.0,2583
69326.0,2403
69327.0,1281
69328.0,1920
69329.0,1300
69330.0,2060
69331.0,2582
69332.0,1160
69333.0,2583
69334.0,2583
69335.0,1920
69336.0,1940
69337.0,1300
69338.0,2280
69339.0,1560
69340.0,2705
69341.0,2582
69342.0,1140
69343.0,2583
69344.0,2582
69345.0,40
69346.0,2403
69347.0,2905
69348.0,2582
69349.0,2060
69350.0,40
69351.0,1320
69352.0,1300
69353.0,1160
69354.0,1180
69355.0,1920
69356.0,2280
69357.0,2583
69358.0,10
69359.0,40
69360.0,2583
69361.0,2583
69362.0,2280
69363.0,1280
69364.0,50
69365.0,2280
69366.0,2583
69367.0,40
69368.0,2583
69369.0,2905
69370.0,1301
69371.0,1300
69372.0,1140
69373.0,2522
69374.0,2060
69375.0,2583
69376.0,2522
69377.0,1160
69378.0,1560
69379.0,2403
69380.0,1280
69381.0,2585
69382.0,2583
69383.0,60
69384.0,10
69385.0,1302
69386.0,1160
69387.0,2462
69388.0,1180
69389.0,1320
69390.0,1160
69391.0,1281
69392.0,2403
69393.0,40
69394.0,2585
69395.0,2583
69396.0,2060
69397.0,1180
69398.0,2280
69399.0,1280
69400.0,1300
69401.0,1301
69402.0,1300
69403.0,1302
69404.0,1160
69405.0,2060
69406.0,40
69407.0,1302
69408.0,1160
69409.0,2522
69410.0,2403
69411.0,2220
69412.0,2705
69413.0,2905
69414.0,1320
69415.0,2462
69416.0,1280
69417.0,10
69418.0,2583
69419.0,2522
69420.0,1300
69421.0,1160
69422.0,1140
69423.0,2582
69424.0,2583
69425.0,2403
69426.0,10
69427.0,1560
69428.0,2522
69429.0,1280
69430.0,1281
69431.0,1301
69432.0,2583
69433.0,2705
69434.0,1281
69435.0,1920
69436.0,2583
69437.0,1301
69438.0,2705
69439.0,1280
69440.0,1140
69441.0,1320
69442.0,2583
69443.0,1140
69444.0,1160
69445.0,1281
69446.0,2522
69447.0,1300
69448.0,50
69449.0,2583
69450.0,1920
69451.0,2280
69452.0,2583
69453.0,1920
69454.0,1280
69455.0,1300
69456.0,1280
69457.0,2583
69458.0,2583
69459.0,1560
69460.0,1300
69461.0,1280
69462.0,2582
69463.0,2403
69464.0,1940
69465.0,1280
69466.0,1560
69467.0,1280
69468.0,1300
69469.0,2522
69470.0,1300
69471.0,40
69472.0,1281
69473.0,1301
69474.0,2522
69475.0,1560
69476.0,2280
69477.0,2060
69478.0,1560
69479.0,2582
69480.0,2522
69481.0,1160
69482.0,1320
69483.0,1560
69484.0,1920
69485.0,1302
69486.0,2522
69487.0,10
69488.0,40
69489.0,1160
69490.0,2060
69491.0,2462
69492.0,2280
69493.0,1160
69494.0,1280
69495.0,1560
69496.0,1300
69497.0,1920
69498.0,1320
69499.0,2522
69500.0,1281
69501.0,2522
69502.0,2280
69503.0,2280
69504.0,2582
69505.0,1920
69506.0,2583
69507.0,50
69508.0,1302
69509.0,10
69510.0,2583
69511.0,1140
69512.0,2403
69513.0,1302
69514.0,2583
69515.0,1560
69516.0,1140
69517.0,1320
69518.0,2280
69519.0,2583
69520.0,10
69521.0,2583
69522.0,1280
69523.0,1140
69524.0,1920
69525.0,1180
69526.0,2583
69527.0,2583
69528.0,2705
69529.0,2403
69530.0,2585
69531.0,1560
69532.0,2583
69533.0,2583
69534.0,1560
69535.0,2522
69536.0,1320
69537.0,50
69538.0,2582
69539.0,2522
69540.0,1560
69541.0,1280
69542.0,2585
69543.0,2280
69544.0,2280
69545.0,1560
69546.0,40
69547.0,2583
69548.0,10
69549.0,1300
69550.0,1160
69551.0,1320
69552.0,1560
69553.0,2905
69554.0,1560
69555.0,2403
69556.0,60
69557.0,2060
69558.0,2403
69559.0,1281
69560.0,2583
69561.0,2280
69562.0,2585
69563.0,1160
69564.0,2585
69565.0,1140
69566.0,2522
69567.0,1560
69568.0,1560
69569.0,10
69570.0,1280
69571.0,1920
69572.0,40
69573.0,2705
69574.0,2583
69575.0,40
69576.0,2522
69577.0,1280
69578.0,2403
69579.0,2705
69580.0,1280
69581.0,2220
69582.0,2583
69583.0,2462
69584.0,2403
69585.0,2280
69586.0,40
69587.0,1300
69588.0,1280
69589.0,2583
69590.0,2462
69591.0,2585
69592.0,1560
69593.0,1281
69594.0,1320
69595.0,1560
69596.0,2280
69597.0,2585
69598.0,2462
69599.0,1302
69600.0,1300
69601.0,2403
69602.0,1920
69603.0,2585
69604.0,2280
69605.0,2582
69606.0,2403
69607.0,40
69608.0,2583
69609.0,1920
69610.0,1300
69611.0,1560
69612.0,1320
69613.0,1920
69614.0,1302
69615.0,1140
69616.0,2060
69617.0,1320
69618.0,1920
69619.0,1280
69620.0,1160
69621.0,2583
69622.0,2585
69623.0,2705
69624.0,1160
69625.0,1160
69626.0,2060
69627.0,2403
69628.0,1140
